Ходынку	1
Вятку	4
Ходынке воинские	1
Галицкие	1
Верейские	1
Переяславль-Залесский	1
Златых Врат	1
Шемякиной	1
Красный Бежецкий Верх	1
Косого Звенигорода	1
Вятка	1
Улу-Махмет	2
Волга Коса	1
Суздальскому князь	1
Шемяка Углич	1
Белозерские леса	1
Углич князь	1
Устюг	6
Вятке	1
Ржевский	2
Дмитрове	1
Лучинском	1
Гавриловские	1
Димитриевых	1
Кубенского озеро	2
Бело-озера	1
Позоровицею	1
Кубенским озеро	1
Сухоною	1
Каменскому остров	1
Спасокаменский	1
Кубены	1
Устье	1
Глушице	1
Сухоны	1
Сянжемские	1
Куште	1
Спасокаменская обитель	1
Спасокаменскую о_б_и_т_е_л_ь	1
Палестины	1
Каменский остров	1
Грянули	1
Каменского	1
Куштинского монастыри	1
Братищи	1
Заозерье	2
Чарторийский	1
Братищах	2
Кубена	1
Кубен	1
Владимирская	5
Московская большая дорога	1
Рязанская	1
Устюжские лес	1
Кубену	1
Шемяки	1
Тулы	3
Большая орда	1
Углича	2
Заозерьи	1
Белева	3
Махмет	1
Голтяев	1
Рязанская дорога	2
В Рязань	1
Красная слобода	1
Белевый	1
Белеве	2
Тульская дорога	1
Косым	1
Муромские	2
Нижегородские	1
Костромские области	1
Лазар	1
Петр	4
Христово	1
Мезенью	1
Пермь	5
Югрою	1
Заморья	1
Божиих	3
Софийская площадь	4
Колывань	2
Куконос	1
Ливонии	9
Пруссия	13
Дания	8
Швеция	87
